product_name,family_name,family_code
 Disposable Surgical Scalpels, Medical Equipment and Accessories and Supplies ,42140000
 Sterling Silver Chafing Dish , Domestic kitchenware and kitchen supplies ,52150000
 Python Leather Handbags, Clothing and accessories ,53100000
 Vinca Periwinkle Plants,Plants and Ornamental Plants,10152000
 Handcrafted Georgian Door,Doors & Windows,30171500
 Solar Power Inverter,Electrical Equipment and Components,39120000
 Special Effect Smoke Machine,Cinema and Photography Equipment,44102200
 Cross-Cut Paper Shredder,Office machines and their supplies and accessories,44101500
 Tractor Mounted Canopy,Tractors,24101600
 Zirconium Oxide Ceramic Ball,+Bearings & Bushings,31171500
Diver's Helmet,Personal Safety and Protection,46181700
 Orthopedic Cast Saw,Surgery Products,42293534
 Himalayan Pink Salt,Seasonings and Preservatives,50192102
 Cinder Block,Building Materials,30131500
None,None,-1
 LED-Grow Light,Farming and Fishing and Forestry and Wildlife,10152000
 Handcrafted Wood Flute,Musical instruments,60131500
 Dwarf Hamster Wheel,Pet supplies,10101500
None,None,-1
Sourdough Starter, Live Animal,101015
 Origami Paper, Printed materials,141231
 Moonrock, Stone Materials,312116
 Solar Panels, Electrical Systems,261300
 Aquatic snails, Live Animals,101000
 Basil Seeds, Seeds or Plants,101521
 Vintage Vinyl Records, Music & Art,601200
 Lapel Pin, Jewelry & Ornaments,601400
Astronomy Binoculars, Optical Equipment,41110000
 Seabed Sandpapers, Abrasives and abrasive media,31191500
 Rainforest Exotic Birds Guide, Printed Materials,55121600
 Quantum Physics Book, Books,55101500
 Vintage Stamps Collection, Collectibles and antiques,60121000
 Crossfit Chalk, Personal care products,53131600
 African Dragon Tree Seed, Seeds and bulbs and seedlings and cuttings,10152000
 Samurai Sword, Weapons and ammunition,46170000
Solar Panel , Photovoltaic (solar) systems ,30154903
 Steampunk Goggles , Eyewear ,46181805
 Antique Gramophone , Audio and visual presentation and composing equipment ,45111600
 Tactical Camouflage Suit , Military uniforms ,46181504
 Large Aquarium , Aquarium tanks ,10121700
 Black Truffles , Agricultural and forestry and landscape machinery ,21101700
 Vintage Pocket Watch , Timepieces ,54111700
Plasma cutter, Welding & Soldering Equipment,231715
 Photonic crystal fiber, Fiber Optic Networks,432226
 Artisan cheese wheel, Dairy products,501315
 Mitosis anatomy model, Education and Training Materials,601017
 Flamenco dress, Apparel,531027
 Military grade binocular, Defense and Law Enforcement and Security and Safety Equipment and Supplies,461015
 Vintage postage stamps, Art supplies,601414
Monastic Fruit Wine,Wine & Spirits,50202200
 Abalone Shell Pendants,Jewelry Making,50202300
 Sauteed Gourmet Mushrooms,Specialty Mushrooms & Truffles,50151500
 Archmage's Robes,Role Playing Costume,49191600
 Alpaca Wool Socks,Hosiery,53102500
 Industrial Vacuum Sealer,Packaging & Labeling Equipments,44101800
 Himalayan Salt Lamp,Lamps and Lightbulbs,39101600
 Marriage Counseling Session,Personal Development,86101502
 Medieval Siege Engines Models,Model Kits,60104600
Basalt Rock,Mineral Substances,141116
 Solaris Watch,Clock and Watch Manufacturing,541516
 Pressure Cooker,Cookware and Food Containers,521215
 OLED Display, Display Components,432119
 Greenhouse Kit,Greenhouse Equipment and Supplies,211018
 Parabolic Antenna,Broadband Communications Equipment,432226
 Floral Diffuser,Aromatherapy and Relaxation Products,531316
 PayPal Transaction,None,-1
 Zumba Class,None,-1
Solar Panel, Electrical Equipment,391200
 Beekeeper Suit, Personal Apparel & Clothing,531000
 Antique German Violin, Musical Instruments,601300
 Porcini Mushroom Spores, Farms and Ranches,101500
 Ceramic Kiln, Industrial Manufacturing & Processing Machinery,232400
 Unagi Sushi Roll , Food & Beverage Products,500000
 Vintage Stained Glass Chandelier, Lighting Equipment & Accessories,391100
 Rocket Propellant, Chemicals including Bio Chemicals & Gas Materials,120000
Antique Oak Desk, Furniture,561015
 Canary Breeding Cage, Live Animals and Supplies,101015
 Industrial Grade Welding Helmet, Safety Apparel,461815
 Broccoli Seeds, Farming and Fishing and Forestry and Wildlife,101515
 Elderberry Syrup, Beverages,502017
 Ultra Soft Toilet Paper, Personal Care Products,531316
 Tactical Combat Boots, Footwear,531018
 Residential Solar Panel System, Electrical Systems and Lighting and Components and Accessories and Supplies,391115
Vintage Teacup Set,Tableware and Kitchenware,5215
 Marine Safety Vest,Personal Safety and Protection,4618
 Automatic Gate Motor,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,2700
 Ceramic Plant Pot,Horticultural and Gardening Tools,1015
 Acrylic Paint Set,Arts and Crafts Equipment and Accessories and Supplies,6010
 LED Stage Light,Lighting Fixtures and Accessories,3910
 Antique Grandfather Clock,Timepieces,5411
 Cobra Yoga Mat,Exercise and Fitness Equipment,4920
 Personal Investment Consulting,None,-1
Vintage Quill Set, Office Components,441215
 Kaleidoscope Stained Glass Crafts Kit, Arts and Crafts Materials,601410
 Organic Black Chia Seeds, Edible Seeds,501917
 Porcelain Doll Collection, Dolls and Doll Accessories,601410
 Handmade Leather Journal, Office Stationary ,441217
 Black Vinyl Record Player, Audio and Visual Devices,432115
 Pine-Based Cat Litter, Pet Clean Up and Odor Control Products,101015
 Premium Matcha Green Tea Powder,"Coffee, Tea, and Cocoa",502017
Gemstone Topaz Ring, Jewelry and Watches,5021
 Authentic Dinosaurs Fossil, Collectible Items,6012
 Professional Cello, Musical Instruments,6015
 Limited Edition Comic Book, Leisure and Arts,6016
 Top Grade Matcha Green Tea, Food and Beverage,5013
 Handcrafted Leather Briefcase, Luggage and Leather Goods,5312
 Brass Telescope, Analytical Lab Equipment,4111
 Indoor Bonsai, Horticulture and Agriculture,1015
Whitening Toothpaste, Dental Material,10101508
 Steel Toenail Clipper, Personal Hygiene Products,53131602
 Organic Goat Cheese, Dairy Products,50131500
 Titanium Watch Band, Clock and Watch Manufacturing,54111701
 Rare Earth Magnet, Industrial Process Machinery and Equipment and Supplies,41103305
 Artisan Leather Journal, Office supplies,44111500
 Pure Silk Scarf, Clothing,53130000
Madagascar Dragon Tree Plant, Floral Plants and Landscape Equipment Supplies,1016
 Obsidian Facial Massage Roller, Personal Care Devices,4214
 Compressed Baguana Coffee Beans, Food Beverage and Tobacco Products,5000
 CryptoCurrency Mining Rig, Software or Hardware Engineering,4320
 Himalaya Organic Ashwagandha Pills, Drugs and Herbal Medicines,5110
 Vintage Pendulum Wall Clock, Time Measuring Instruments,4411
 Handloom Silk Saree, Apparel and Luggage and Personal Care Products,5310
Diamond Grinding Disc, Abrasives & Abrasive Tools,232416
 Organic Dried Goji Berries, Processed fruit and vegetable products,501819
 Double-sided Plush Baby Blanket, Blankets,521215
 Antique Brass Telescope, Navigational instruments,251115
 Eco-friendly Jute Yoga Mat, Yoga and pilates mats,601410
 Vintage Leather Journal, Office and desk accessories,561017
 Steel Toe Industrial Boots, Industrial boots,461816
Moonstone Raw Gemstone, Precious stones and precious metals,111118
 Medieval Chainmail Coif, Non-motorized bicycles,491215
 Organic Spirulina Powder, Drugs and Nutrition,511016
 Damascus Hunting Knife, Cutlery and flatware,521500
 Victorian Corset Dress, Clothing,531018
 Brass Sundial Compass, Laboratory and Measuring and Observing and Testing Equipment,411100
 Toeny Vegan Lipstick, Make-up products,531316
 Unicycle, Non-motorized bicycles,491215
Portable Marine Radios, Telecommunications Devices,43191500
 Vinyl Cutter, Industrial Production and Manufacturing Services,23101500
 Micro-crystal Facial Scrubber, Personal care products,53131600
 Colloidal Gold Test Kits, Laboratory and Measuring and Observing and Testing Equipment,41116200
 Thatched Patio Umbrella, Building and Construction and Maintenance Services,72100000
 Tofu Press, Home Kitchen Appliances,52150000
 Astronomical Telescope, Optics,41121800
None,None,0
 Vintage Typewriter, Office Equipment,43212000
Surgical Bone Saw,Medical Equipment,423200
 Outdoor Survival Kit,Camping Equipment,491715
 Mangrove Honey,Food Products,501615
 Heavenly Body Super Scope,Laboratory and Measuring Equipment,411100
 Selenite Crystal Lamp,Furniture and Furnishings,561000
 Zeppelin Vinyl Record,Musical Instruments and Games and Crafts,601000
 Chipotle Morita Chili Peppers,Food Products,501615
 Backyard Greenhouse,"Agriculture, Farming, Fishing, Forestry and Wildlife Equipment",101600
 Deep Sea Fishing Charter,None,-1
Astrological Globe, Home decor,601017
 Coenzyme Q10 Supplements, Vitamins and nutritional supplements,511919
 Mariachi Guitar, Stringed musical instruments,601035
 Artisanal Cheese, Dairy products,501315
 Nebula Projector, Electronic hardware and component parts,432116
 Ethereal Gemstone Jewelry, Jewelry,601416
 Magnetic Levitation Module, Science and laboratory equipment,601044
 Climbing Equipment Set, Sporting Equipment,491615
Ceramic Flower Pot, Home Furnishings,60102202
 Obsidian Dagger Replica, Novelties and Giftware,60141603
 Rubber Diving Suit, Marine Equipment and Supplies,25111506
 Wheatgrass Powder Supplement, Vitamins and Nutrition,51191902
 Solar Panel Backpack, Backpacks and Travel Bags,53121601
 Metal Hydrometer, Laboratory Supplies and Fixtures,41121804
 Goat's Milk Soap, Cosmetics and Toiletries,53131602
Cypress Essential Oil, Aromatherapy,10161505
 Non-stick Griddle, Kitchen equipment and supplies,48101500
 Rechargeable Marine Spotlight, Marine safety equipment,46161500
 Damascus Steel Chef Knife, Cutlery and flatware,52121500
 Decorative Wall Fountain, Indoor and outdoor plants,10152000
 Anaerobic Digestion System, Waste treatment and disposal equipment,76111506
 Sterling Silver Tennis Bracelet, Jewelry,60141000
 Pneumatic Rock Drill, Drilling and exploration equipment,20121506
Pressure Diving Suit, Personal Safety and Protection,46180000
 Honeydew Melon Seeds, Seeds and Bulbs and Seedlings and Cuttings,10152000
 Vintage LP Records, Recorded Audio Media,55121600
 Vortex Generators, Aerospace Systems and Components and Equipment,25170000
 Sashimi Knife, Cutlery and Serving Utensils,52150000
 Koi Fish Pond Kit, Aquarium accessories,10111300
 Square Handcrafted Loom, Textile machinery and accessories,23151500
Dinosaur Fossil Brush Kit,Laboratory and Measuring and Observing and Testing Equipment,41100000
 Kangaroo Leather Hat,Apparel and Luggage and Personal Care Products,53100000
" Sunflower Seeds, Organic",Farming and Fishing and Forestry and Wildlife Machinery and Accessories,21100000
 Kitchen Cabinet Hardware,Building and Construction and Maintenance Services,72000000
 Tibetan Prayer Flags,Religious Equipment,60100000
 Glazed Ceramic Beads,Arts and Crafts and Recreational Equipment and Supplies and Accessories,60140000
 Silicone Baking Mat,Food and Beverage Products,50000000
Dune Buggy, Recreational Vehicles,25101502
 Professional Cello, Musical Instruments,60101704
 Organic Black Seed Oil, Vitamins and Nutrition,51191902
 Embroidery Machine, Machinery and Accessories,23101516
 Astronaut Journal, Office Supplies,44101511
 Starry Night Jigsaw Puzzle, Toys and Games,60140302
 Industrial Composting System, Waste Management,76121900
 Digital SLR Camera, Cameras and Photography,45121500
Molokhia Leaves, Fruit and Vegetable Production,10152000
 Handcrafted Ocarina, Musical Instruments,60131500
 Tibetan Singing Bowl, Music Box and Bells,60131507
 Solar Power Bank, Battery or Cell Material Production,15111600
 Massage Stick, Therapy and Exam supply,42222002
 Oud Fragrance, Perfume and colognes,52161514
 Camel Milk Soap, Personal hygiene products,53131608
Aquatint Etching Press,Printmaking Equipment,60122201
 Glass Beaker,Lab Consumables,41120000
 Winemaking Barrel,Barrels and drums,24111800
 Greenhouse Ventilation Fan,Greenhouse equipment and supplies,21101612
 Parabolic Aluminized Reflector Light Bulb,Lighting accessories,39111600
 Countertop Commercial Fryer,Commercial use fryers,48101510
 Bamboo Fishing Rod,Fishing and hunting equipment,49120000
 Thermal Imaging Camera,Cameras,45121516
Prototype Superconductor, Electrical equipment and components and supplies,39120000
 Ethanol Extraction Machine, Industrial production and manufacturing services,83100000
 Handcrafted Yurt, Structures and Building and Construction and Manufacturing Components,30100000
 Black Quinoa Seed Bag, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,70000000
 Antique Spinning Wheel, Commercial and Industrial Furniture,56100000
 French Crepe Fabric, Textiles and Leather Products,11160000
 Oolong Tea Leaves, Food and Beverage Products,50000000
 Soothing Lavender Bath Salt, Personal care products,53131600
Artisanal Cheese Wheel, Dairy products and eggs,50131800
 Handcrafted Bamboo Flute, Musical Instruments,60131500
 Hydraulic Excavator, Earth moving machinery,23291200
 Aortic Valve Replacement, Medical Equipment and Accessories,42140000
 Strawberry Plant Seedling, Live plants and trees,10160000
 Diamond Bangle, Jewelry or watches,54130000
 Silk Chiffon Fabric, Textile fabrics,11161800
1 Tactical Camouflage Netting, Textiles and Clothing and Footwear,53100000
 2 Elderberry Syrup, Drugs and Herbal Medicines,51400000
 3 Sourdough Bread Mix, Processed food and beverage products,50200000
 4 Commercial Diving Equipment, Commercial Marine,54100000
5 Traditional Yurt, Building and Construction and Maintenance Services,72100000
6 Mercury Vapor Lamp, Lighting and Electrical and Magnetic and Optical Materials,39100000
7 Ostrich Feather Duster, Cleaning and Janitorial Supplies,47130000
8 Website Design Services,None,-1
 9 Management Consultancy Services,None,-1
Astrological Telescope, Optical Equipment,451200
 Mackerel Fillets, Fish and Seafood,501700
 Himalayan Pink Salt, Seasonings and Preservatives,501900
 Leather Saddle, Equine Equipment,101400
 Dry Pine Firewood, Fuel Wood and Coal,151016
 Vegan Protein Powder, Vitamins and Nutrition,505016
 Cactus Fertilizer, Fertilizers and plant nutrients and herbicides,101500
 Ruby Wedding Ring, Jewellery and watches,601035
Fishing Rod, Sporting Goods,49121500
 Organic Fertilizer, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,10161500
 Industrial Lathe, Tools and General Machinery,23251500
 Wall Tiles, Building and Construction Machinery and Accessories,30161700
 Harmonica, Musical Instruments and Games and Toys,60141000
 Organic Coconut Oil, Food Beverage and Tobacco Products,50161500
 Neonatal Incubator, Healthcare Services,42161607
 Australian Aborigine Didgeridoo, Arts and Crafts Equipment and Accessories and Supplies,60141401
Stiletto Hammer, Hand Tools,2711
 Oceanographic Survey Sonar, Marine Equipment,2511
 Gourmet Cheese Assortment, Processed Food and Additives,5020
